ID, batch, SimulationNumber, MainIteration, SubIteration, StepNumber, SimplePaybackYrs, EnergyTotal, UtilBillNoPVRevenueDoll, UtilRevenuePVDoll, UtilBillNetDoll, UtilCostElecDoll, UtilCostGasDoll, UtilCostPropaneDoll, UtilCostOilDoll, EnergyPVkWh, EnergyHeatingGJ, EnergyCoolingGJ, EnergyVentGJ, EnergyDHWGJ, EnergyPlugGJ, FuelEleckWh, FuelNaturalGasM3, FuelOilL, UpgradeCostDoll, PVSizekW, PEAKHeatingW, ERS-Value, NumTries, PeakCoolingW, GrossHeatingGJ, AuxHeatingReqGJ, RefEnTotalGJ, FloorArea_m2, TEDI_kWh_m2, MEUI_kWh_m2, GOtag:Opt-Location, GOtag:Opt-Archetype, GOtag:Opt-ACH, GOtag:Opt-GenericWall_1Layer_definitions, GOtag:Opt-H2KFoundation, GOtag:Opt-ExposedFloor, GOtag:Opt-Ceilings, GOtag:Opt-CasementWindows, GOtag:Opt-DHWSystem, GOtag:Opt-DWHRSystem, GOtag:Opt-HVACSystem, GOtag:Opt-HRVSpec, GOtag:Opt-StandoffPV, GOtag:Opt-H2K-PV, GOtag:RoofPitch, GOtag:GOconfig_rotate, , status
1, 1, 1, 1, 1, 1, 2636.3, 145.1, 2577.24, 0.0, 2577.24, 1587.77, 989.47, 0.0, 0.0, 0.0, 95.6, 0.0, 2.4, 23.7, 31.5, 9542.2, 3189.5, 0.0, 1476.0, 0.0, 14470.4, 0.0, 1.0, 10768.8, 144.0, 87.2, 0.0, 0.2, 121136.7, 168880.1, Ottawa, MediumSFD, NA, Stud_2x6_R16, OBCminR12-Slab0R, NA, CeilR50, DoubleLowEHardCoatAirFill, BaseDHW, none, gas-furnace-ecm, HRV_60, NoPV, NA, NA, S, Generation1., 
2, 1, 2, 2, 1, 1, 2577.3, 114.0, 2366.18, 0.0, 2366.18, 1581.11, 785.07, 0.0, 0.0, 0.0, 65.2, 0.0, 2.4, 21.2, 31.5, 9497.4, 2310.5, 0.0, 5278.0, 0.0, 10812.8, 0.0, 1.0, 10986.0, 113.0, 59.4, 0.0, 0.2, 82540.4, 123190.1, Ottawa, MediumSFD, ACH_1_0, Stud_2x4_2in_XPS_R-24, OBCminR12-Slab24R, NA, CeilR60, DoubleLowEHardCoatAirFill, BaseDHW, DWHR-eff-42, gas-furnace-ecm, HRV_81, NoPV, NA, NA, S, Generation1., 
3, 1, 3, 3, 1, 1, 3783.4, 84.1, 3542.58, 0.0, 3542.58, 3203.05, 339.53, 0.0, 0.0, 0.0, 37.1, 2.0, 2.4, 15.2, 31.5, 20404.9, 408.9, 0.0, 6020.0, 0.0, 10632.0, 0.0, 1.0, 11015.7, 115.0, 63.9, 0.0, 0.2, 88741.2, 78808.3, Ottawa, MediumSFD, ACH_1_0, Stud_2x6_1.5in_XPS_R-25, Rigid+BattR30-R24BSlab, NA, CeilR60, DoubleLowEHardCoatAirFill, GasInstantaneous, DWHR-eff-30, CCASHP, HRV_60, NoPV, NA, NA, S, Generation1., 
4, 1, 4, 4, 1, 1, 3115.1, 75.0, 2969.87, 0.0, 2969.87, 2597.68, 372.19, 0.0, 0.0, 0.0, 23.7, 1.0, 2.4, 20.3, 31.5, 16333.8, 545.7, 0.0, 3632.0, 0.0, 8753.3, 0.0, 1.0, 10471.2, 87.0, 50.6, 0.0, 0.2, 70280.4, 65848.6, Ottawa, MediumSFD, ACH_1_5, Stud_2x6_1in_XPS_R-23, Rigid+BattR30-R10BSlab, NA, CeilR60, LG-i89-Triple-A, BaseDHW, DWHR-eff-55, GSHP, HRV_81, NoPV, NA, NA, S, Generation1., 
5, 1, 5, 5, 1, 1, 3717.2, 78.8, 3604.75, 0.0, 3604.75, 3604.75, 0.0, 0.0, 0.0, 0.0, 38.4, 2.1, 2.4, 8.4, 31.5, 23106.3, 0.0, 0.0, 2812.0, 0.0, 11710.1, 0.0, 1.0, 11015.7, 116.0, 65.9, 0.0, 0.2, 91469.2, 71165.9, Ottawa, MediumSFD, ACH_2_0, Stud_2x6_1in_XPS_R-23, Rigid+BattR30-R24BSlab, NA, CeilR60, DoubleLowEHardCoatAirFill, ElectricHP, none, CCASHP, HRV_81, NoPV, NA, NA, S, Generation1., 
6, 1, 6, 6, 1, 1, 3336.9, 70.3, 3232.5, 0.0, 3232.5, 3232.5, 0.0, 0.0, 0.0, 0.0, 30.9, 1.5, 2.4, 7.6, 31.5, 20602.9, 0.0, 0.0, 2609.0, 0.0, 10546.9, 0.0, 1.0, 10663.4, 109.0, 66.4, 0.0, 0.2, 92219.8, 58834.2, Ottawa, MediumSFD, ACH_2_0, Stud_2x6_1.5in_XPS_R-25, OBCminR12-Slab24R, NA, CeilR60, MG-HP-Double, ElectricHP, DWHR-eff-30, GSHP, HRV_60, NoPV, NA, NA, S, Generation1., 
7, 1, 7, 7, 1, 1, 3436.5, 80.7, 3339.7, 0.0, 3339.7, 2989.49, 350.21, 0.0, 0.0, 0.0, 32.1, 2.0, 2.4, 16.9, 31.5, 18968.7, 453.6, 0.0, 2421.0, 0.0, 11852.6, 0.0, 1.0, 10563.4, 118.0, 68.4, 0.0, 0.2, 95018.7, 74024.1, Ottawa, MediumSFD, NA, Stud_2x6_R20, OBCminR12-Slab0R, NA, CeilR70, HG-i89-Triple-B, GasInstantaneous, none, GSHP, HRV_60, NoPV, NA, NA, S, Generation1., 
8, 1, 8, 8, 1, 1, 3179.0, 58.9, 2735.09, 0.0, 2735.09, 2735.09, 0.0, 0.0, 0.0, 0.0, 18.4, 1.9, 2.4, 7.6, 31.5, 17257.9, 0.0, 0.0, 11097.0, 0.0, 7790.1, 0.0, 1.0, 10779.1, 84.0, 38.8, 0.0, 0.2, 53957.5, 42013.2, Ottawa, MediumSFD, ACH_0_6, Stud_2x6_R16, 4in_Ext_Rigid_XPS_R10_under, NA, CeilR60, HG-i89-Triple-B, ElectricHP, DWHR-eff-30, GSHP, HRV_81, NoPV, NA, NA, S, Generation1., 
9, 1, 9, 9, 1, 1, 2555.3, 127.6, 2459.3, 0.0, 2459.3, 1585.19, 874.1, 0.0, 0.0, 0.0, 83.9, 0.0, 2.4, 16.9, 31.5, 9524.9, 2694.9, 0.0, 2401.0, 0.0, 13200.5, 0.0, 1.0, 11082.3, 128.0, 76.7, 0.0, 0.2, 106496.3, 143213.7, Ottawa, MediumSFD, NA, Stud_2x6_R16, Rigid+BattR30-R10BSlab, NA, CeilR50, DoubleLowEHardCoatAirFill, GasInstantaneous, none, gas-furnace-ecm, HRV_60, NoPV, NA, NA, S, Generation1., 
10, 1, 19, 1, 1, 2, 3339.1, 80.4, 3179.82, 0.0, 3179.82, 2802.57, 377.24, 0.0, 0.0, 0.0, 27.4, 2.1, 2.4, 21.1, 31.5, 17711.7, 566.9, 0.0, 3982.0, 0.0, 10448.7, 0.0, 1.0, 11077.4, 111.0, 58.5, 0.0, 0.2, 81200.0, 73558.2, Ottawa, MediumSFD, ACH_1_0, Stud_2x6_1in_XPS_R-23, Rigid+BattR30-R10BSlab, NA, CeilR70, DoubleLowEHardCoatAirFill, BaseDHW, DWHR-eff-42, GSHP, HRV_60, NoPV, NA, NA, S, Generation2., 
11, 1, 20, 2, 1, 2, 3474.7, 81.9, 3240.93, 0.0, 3240.93, 2863.37, 377.56, 0.0, 0.0, 0.0, 28.8, 2.1, 2.4, 21.2, 31.5, 18120.6, 568.2, 0.0, 5844.0, 0.0, 10530.4, 0.0, 1.0, 10986.0, 115.0, 61.8, 0.0, 0.2, 85884.4, 75671.1, Ottawa, MediumSFD, ACH_0_6, Stud_2x4_2in_XPS_R-24, OBCminR12-Slab24R, NA, CeilR60, DoubleLowEHardCoatAirFill, BaseDHW, DWHR-eff-42, GSHP, HRV_60, NoPV, NA, NA, S, Generation2., 
12, 1, 21, 3, 1, 2, 2634.1, 115.9, 2380.23, 0.0, 2380.23, 1583.27, 796.96, 0.0, 0.0, 0.0, 73.7, 0.0, 2.4, 14.7, 31.5, 9512.0, 2363.2, 0.0, 6348.0, 0.0, 11420.1, 0.0, 1.0, 10677.8, 118.0, 67.5, 0.0, 0.2, 93743.1, 125991.8, Ottawa, MediumSFD, ACH_1_75, Stud_2x6_R18, OBCminR12-Slab0R, NA, CeilR90, DoubleLowESoftCoatArgFill, GasInstantaneous, DWHR-eff-42, gas-furnace-ecm, HRV_81, NoPV, NA, NA, S, Generation2., 
13, 1, 22, 4, 1, 2, 3678.4, 74.1, 3400.24, 0.0, 3400.24, 3400.24, 0.0, 0.0, 0.0, 0.0, 34.9, 2.1, 2.4, 6.9, 31.5, 21731.0, 0.0, 0.0, 6954.0, 0.0, 10830.5, 0.0, 1.0, 10948.7, 110.0, 59.9, 0.0, 0.2, 83234.9, 64289.9, Ottawa, MediumSFD, ACH_1_5, Stud_2x6_1.5in_XPS_R-25, 4in_Ext_Rigid_XPS_R10_under, NA, CeilR50, DoubleLowEHardCoatArgFill, ElectricHP, DWHR-eff-55, CCASHP, HRV_81, NoPV, NA, NA, S, Generation2., 
14, 1, 23, 5, 1, 2, 3880.7, 88.7, 3536.4, 0.0, 3536.4, 3158.52, 377.87, 0.0, 0.0, 0.0, 36.1, 2.0, 2.4, 21.2, 31.5, 20105.4, 569.5, 0.0, 8607.0, 0.0, 10885.3, 0.0, 1.0, 10678.9, 115.0, 62.2, 0.0, 0.2, 86422.8, 85651.6, Ottawa, MediumSFD, ACH_1_0, Stud_2x6_2in_XPS_R-29, OBCminR12-Slab0R, NA, CeilR80, DoubleLowESoftCoatArgFill, BaseDHW, DWHR-eff-42, CCASHP, HRV_81, NoPV, NA, NA, S, Generation2., 
15, 1, 24, 6, 1, 2, 3021.8, 104.9, 2305.67, 0.0, 2305.67, 1580.22, 725.45, 0.0, 0.0, 0.0, 59.9, 0.0, 2.4, 16.9, 31.5, 9491.5, 2055.3, 0.0, 17904.0, 0.0, 9767.1, 0.0, 1.0, 10976.5, 105.0, 54.7, 0.0, 0.2, 76025.8, 109963.0, Ottawa, MediumSFD, ACH_0_6, DblStud_12in_cell_R-41, 4in_Ext_Rigid_XPS_R10_under, NA, CeilR90, DoubleLowEHardCoatAirFill, GasInstantaneous, none, gas-furnace-ecm, HRV_81, NoPV, NA, NA, S, Generation2., 
16, 1, 25, 7, 1, 2, 3449.4, 61.9, 2866.92, 0.0, 2866.92, 2866.92, 0.0, 0.0, 0.0, 0.0, 23.3, 1.0, 2.4, 6.9, 31.5, 18144.5, 0.0, 0.0, 14561.5, 0.0, 7882.7, 0.0, 1.0, 10375.2, 84.0, 50.3, 0.0, 0.2, 69883.8, 46677.1, Ottawa, MediumSFD, ACH_0_6, Stud_2x6_R22, 4in_Ext_Rigid_XPS_R10_under, NA, CeilR50, LG-i89-Triple-A, ElectricHP, DWHR-eff-55, GSHP, HRV_81, NoPV, NA, NA, S, Generation2., 
17, 1, 26, 8, 1, 2, 2838.9, 105.8, 2312.42, 0.0, 2312.42, 1581.4, 731.02, 0.0, 0.0, 0.0, 57.3, 0.0, 2.4, 20.3, 31.5, 9499.4, 2077.9, 0.0, 13161.0, 0.0, 7983.3, 0.0, 1.0, 10404.6, 90.0, 52.8, 0.0, 0.2, 73369.6, 111169.9, Ottawa, MediumSFD, ACH_0_6, DblStud_12in_cell_R-41, Rigid+BattR30-R24BSlab, NA, CeilR90, LG-i89-Triple-A, BaseDHW, DWHR-eff-55, gas-furnace-ecm, HRV_60, NoPV, NA, NA, S, Generation2., 
18, 1, 27, 9, 1, 2, 3823.0, 81.3, 3420.98, 0.0, 3420.98, 3081.45, 339.53, 0.0, 0.0, 0.0, 34.7, 1.6, 2.4, 15.2, 31.5, 19587.1, 408.9, 0.0, 10051.0, 0.0, 9876.5, 0.0, 1.0, 10753.1, 102.0, 59.2, 0.0, 0.2, 82224.5, 74876.7, Ottawa, MediumSFD, ACH_2_0, DblStud_12in_cell_R-41, Rigid+BattR30-R10BSlab, NA, CeilR90, MG-HP-Double, GasInstantaneous, DWHR-eff-30, CCASHP, HRV_60, NoPV, NA, NA, S, Generation2., 
19, 1, 37, 1, 1, 3, 4385.5, 88.2, 3769.84, 0.0, 3769.84, 3438.68, 331.16, 0.0, 0.0, 0.0, 42.9, 2.0, 2.4, 13.9, 31.5, 21989.5, 373.9, 0.0, 15392.0, 0.0, 13027.6, 0.0, 1.0, 10895.2, 123.0, 73.4, 0.0, 0.2, 101953.4, 84945.1, Ottawa, MediumSFD, NA, DblStud_12in_cell_R-41, 4in_Ext_Rigid_XPS_R10_under, NA, CeilR60, DoubleLowESoftCoatArgFill, GasInstantaneous, DWHR-eff-55, CCASHP, HRV_81, NoPV, NA, NA, S, Generation3., 
20, 1, 38, 2, 1, 3, 2899.9, 111.1, 2349.34, 0.0, 2349.34, 1583.54, 765.8, 0.0, 0.0, 0.0, 66.4, 0.0, 2.4, 16.9, 31.5, 9513.8, 2227.9, 0.0, 13764.0, 0.0, 8415.0, 0.0, 1.0, 10157.7, 97.0, 61.3, 0.0, 0.2, 85206.6, 119000.4, Ottawa, MediumSFD, ACH_0_6, DblStud_12in_cell_R-41, OBCminR12-Slab0R, NA, CeilR60, LG-i89-Triple-A, GasInstantaneous, none, gas-furnace-ecm, HRV_60, NoPV, NA, NA, S, Generation3., 
21, 1, 39, 3, 1, 3, 3057.4, 97.4, 2498.26, 0.0, 2498.26, 1867.16, 631.1, 0.0, 0.0, 0.0, 62.0, 0.0, 2.4, 6.9, 31.5, 11421.1, 1656.7, 0.0, 13979.0, 0.0, 9144.4, 0.0, 1.0, 10446.2, 100.0, 56.7, 0.0, 0.2, 78775.9, 98994.8, Ottawa, MediumSFD, ACH_0_6, DblStud_12in_cell_R-41, OBCminR12-Slab0R, NA, CeilR50, MG-HP-Double, ElectricHP, DWHR-eff-55, gas-furnace-ecm, HRV_81, NoPV, NA, NA, S, Generation3., 
22, 1, 40, 4, 1, 3, 3223.2, 74.8, 2911.84, 0.0, 2911.84, 2530.23, 381.61, 0.0, 0.0, 0.0, 21.0, 1.9, 2.4, 21.8, 31.5, 15880.2, 585.2, 0.0, 7784.0, 0.0, 8355.9, 0.0, 1.0, 10785.4, 93.0, 44.6, 0.0, 0.2, 61939.1, 65390.0, Ottawa, MediumSFD, ACH_0_6, Stud_2x6_R18, OBCminR12-Slab24R, NA, CeilR60, HG-i89-Triple-B, BaseDHW, DWHR-eff-30, GSHP, HRV_60, NoPV, NA, NA, S, Generation3., 
23, 1, 41, 5, 1, 3, 3713.6, 65.7, 3033.66, 0.0, 3033.66, 3033.66, 0.0, 0.0, 0.0, 0.0, 25.7, 2.1, 2.4, 7.3, 31.5, 19265.7, 0.0, 0.0, 16999.0, 0.0, 9825.6, 0.0, 1.0, 10976.5, 105.0, 54.9, 0.0, 0.2, 76306.1, 52012.1, Ottawa, MediumSFD, ACH_0_6, DblStud_12in_cell_R-41, 4in_Ext_Rigid_XPS_R10_under, NA, CeilR90, DoubleLowEHardCoatAirFill, ElectricHP, DWHR-eff-42, GSHP, HRV_81, NoPV, NA, NA, S, Generation3., 
24, 1, 42, 6, 1, 3, 2810.0, 100.9, 2572.65, 0.0, 2572.65, 1928.39, 644.26, 0.0, 0.0, 0.0, 64.1, 0.0, 2.4, 8.4, 31.5, 11832.8, 1714.1, 0.0, 5933.0, 0.0, 10788.2, 0.0, 1.0, 11075.7, 108.0, 58.5, 0.0, 0.2, 81297.1, 104020.7, Ottawa, MediumSFD, ACH_1_75, Stud_2x6_2in_XPS_R-29, Rigid+BattR30-R10BSlab, NA, CeilR90, DoubleLowEHardCoatAirFill, ElectricHP, none, gas-furnace-ecm, HRV_81, NoPV, NA, NA, S, Generation3., 
25, 1, 43, 7, 1, 3, 2887.3, 131.5, 2486.09, 0.0, 2486.09, 1586.85, 899.24, 0.0, 0.0, 0.0, 89.6, 0.0, 2.4, 15.2, 31.5, 9536.0, 2803.0, 0.0, 10031.0, 0.0, 13491.9, 0.0, 1.0, 10728.0, 136.0, 81.9, 0.0, 0.2, 113739.3, 148858.4, Ottawa, MediumSFD, NA, DblStud_12in_cell_R-41, OBCminR12-Slab0R, NA, CeilR90, DoubleLowEHardCoatArgFill, GasInstantaneous, DWHR-eff-30, gas-furnace-ecm, HRV_60, NoPV, NA, NA, S, Generation3., 
26, 1, 44, 8, 1, 3, 3702.9, 71.6, 3290.26, 0.0, 3290.26, 3290.26, 0.0, 0.0, 0.0, 0.0, 32.1, 1.0, 2.4, 8.4, 31.5, 20991.3, 0.0, 0.0, 10315.0, 0.0, 9842.3, 0.0, 1.0, 10156.1, 106.0, 69.8, 0.0, 0.2, 96935.7, 60913.3, Ottawa, MediumSFD, ACH_1_75, DblStud_12in_cell_R-41, OBCminR12-Slab0R, NA, CeilR70, LG-i89-Triple-A, ElectricHP, none, GSHP, HRV_60, NoPV, NA, NA, S, Generation3., 
27, 1, 45, 9, 1, 3, 2818.9, 106.3, 2314.27, 0.0, 2314.27, 1579.47, 734.8, 0.0, 0.0, 0.0, 57.9, 0.0, 2.4, 20.3, 31.5, 9486.4, 2094.6, 0.0, 12615.0, 0.0, 10142.5, 0.0, 1.0, 11075.7, 105.0, 52.7, 0.0, 0.2, 73232.1, 111970.3, Ottawa, MediumSFD, ACH_1_0, DblStud_12in_cell_R-41, Rigid+BattR30-R10BSlab, NA, CeilR90, DoubleLowEHardCoatAirFill, BaseDHW, DWHR-eff-55, gas-furnace-ecm, HRV_81, NoPV, NA, NA, S, Generation3., 
28, 1, 55, 1, 1, 4, 3046.4, 93.1, 2491.32, 0.0, 2491.32, 1892.82, 598.5, 0.0, 0.0, 0.0, 56.8, 0.0, 2.4, 7.6, 31.5, 11593.6, 1517.2, 0.0, 13876.0, 0.0, 9416.9, 0.0, 1.0, 10943.3, 101.0, 51.8, 0.0, 0.2, 71957.8, 92640.3, Ottawa, MediumSFD, ACH_0_6, Stud_2x6_R18, 4in_Ext_Rigid_XPS_R10_under, NA, CeilR80, DoubleLowEHardCoatArgFill, ElectricHP, DWHR-eff-30, gas-furnace-ecm, HRV_81, NoPV, NA, NA, S, Generation4., 
29, 1, 56, 2, 1, 4, 3164.0, 116.4, 2638.83, 0.0, 2638.83, 1885.68, 753.16, 0.0, 0.0, 0.0, 81.6, 0.0, 2.4, 7.3, 31.5, 11545.6, 2182.0, 0.0, 13129.0, 0.0, 13101.8, 0.0, 1.0, 10898.5, 124.0, 74.5, 0.0, 0.2, 103446.6, 126786.3, Ottawa, MediumSFD, NA, DblStud_12in_cell_R-41, 4in_Ext_Rigid_XPS_R10_under, NA, CeilR50, DoubleLowESoftCoatArgFill, ElectricHP, DWHR-eff-42, gas-furnace-ecm, HRV_81, NoPV, NA, NA, S, Generation4., 
30, 1, 57, 3, 1, 4, 3746.4, 77.8, 3041.8, 0.0, 3041.8, 2660.28, 381.51, 0.0, 0.0, 0.0, 24.0, 2.1, 2.4, 21.8, 31.5, 16754.8, 584.8, 0.0, 17614.0, 0.0, 9699.6, 0.0, 1.0, 10942.2, 103.0, 50.9, 0.0, 0.2, 70684.6, 69704.1, Ottawa, MediumSFD, ACH_0_6, DblStud_12in_cell_R-41, 4in_Ext_Rigid_XPS_R10_under, NA, CeilR90, DoubleLowEHardCoatArgFill, BaseDHW, DWHR-eff-30, GSHP, HRV_81, NoPV, NA, NA, S, Generation4., 
31, 1, 58, 4, 1, 4, 3991.8, 86.7, 3479.31, 0.0, 3479.31, 3106.97, 372.34, 0.0, 0.0, 0.0, 34.7, 2.1, 2.4, 20.3, 31.5, 19758.8, 546.3, 0.0, 12811.0, 0.0, 13574.4, 0.0, 1.0, 10977.6, 128.0, 73.8, 0.0, 0.2, 102531.0, 82725.2, Ottawa, MediumSFD, NA, Stud_2x6_3in_XPS_R-34, 4in_Ext_Rigid_XPS_R10_under, NA, CeilR80, DoubleLowEHardCoatAirFill, BaseDHW, DWHR-eff-55, GSHP, HRV_81, NoPV, NA, NA, S, Generation4., 
32, 1, 59, 5, 1, 4, 3864.0, 86.4, 3349.6, 0.0, 3349.6, 2956.04, 393.56, 0.0, 0.0, 0.0, 31.1, 2.1, 2.4, 23.7, 31.5, 18743.8, 635.2, 0.0, 12859.0, 0.0, 10967.5, 0.0, 1.0, 10765.5, 122.0, 66.9, 0.0, 0.2, 92922.2, 82255.0, Ottawa, MediumSFD, ACH_0_6, DblStud_12in_cell_R-41, OBCminR12-Slab0R, NA, CeilR60, DoubleLowEHardCoatAirFill, BaseDHW, none, GSHP, HRV_60, NoPV, NA, NA, S, Generation4., 
33, 1, 60, 6, 1, 4, 2809.5, 129.9, 2474.84, 0.0, 2474.84, 1586.16, 888.68, 0.0, 0.0, 0.0, 89.2, 0.0, 2.4, 13.9, 31.5, 9531.4, 2758.1, 0.0, 8366.0, 0.0, 13610.2, 0.0, 1.0, 10983.0, 134.0, 81.3, 0.0, 0.2, 112959.3, 146510.9, Ottawa, MediumSFD, NA, Stud_2x6_R18, 4in_Ext_Rigid_XPS_R10_under, NA, CeilR50, DoubleLowEHardCoatAirFill, GasInstantaneous, DWHR-eff-55, gas-furnace-ecm, HRV_60, NoPV, NA, NA, S, Generation4., 
34, 1, 61, 7, 1, 4, 2952.2, 104.4, 2568.0, 0.0, 2568.0, 1895.35, 672.65, 0.0, 0.0, 0.0, 68.7, 0.0, 2.4, 7.6, 31.5, 11610.7, 1836.3, 0.0, 9604.0, 0.0, 11292.1, 0.0, 1.0, 10815.1, 111.0, 62.7, 0.0, 0.2, 87058.3, 109232.8, Ottawa, MediumSFD, NA, DblStud_12in_cell_R-41, Rigid+BattR30-R24BSlab, NA, CeilR60, HG-i89-Triple-B, ElectricHP, DWHR-eff-30, gas-furnace-ecm, HRV_60, NoPV, NA, NA, S, Generation4., 
35, 1, 62, 8, 1, 4, 2793.1, 94.6, 2502.41, 0.0, 2502.41, 1894.39, 608.02, 0.0, 0.0, 0.0, 58.3, 0.0, 2.4, 7.6, 31.5, 11604.2, 1557.9, 0.0, 7266.0, 0.0, 8474.8, 0.0, 1.0, 10689.8, 96.0, 53.6, 0.0, 0.2, 74476.3, 94801.2, Ottawa, MediumSFD, ACH_0_6, Stud_2x6_R18, Rigid+BattR30-R24BSlab, NA, CeilR90, MG-HP-Double, ElectricHP, DWHR-eff-30, gas-furnace-ecm, HRV_60, NoPV, NA, NA, S, Generation4., 
36, 1, 63, 9, 1, 4, 3560.3, 67.2, 3096.11, 0.0, 3096.11, 3096.11, 0.0, 0.0, 0.0, 0.0, 26.9, 2.1, 2.4, 7.6, 31.5, 19685.7, 0.0, 0.0, 11604.0, 0.0, 9738.4, 0.0, 1.0, 10945.4, 108.0, 57.8, 0.0, 0.2, 80257.5, 54111.3, Ottawa, MediumSFD, ACH_0_6, Stud_2x6_R18, 4in_Ext_Rigid_XPS_R10_under, NA, CeilR60, DoubleLowEHardCoatArgFill, ElectricHP, DWHR-eff-30, GSHP, HRV_60, NoPV, NA, NA, S, Generation4., 
37, 1, 73, 1, 1, 5, 3533.1, 72.4, 3056.18, 0.0, 3056.18, 2720.27, 335.9, 0.0, 0.0, 0.0, 26.7, 1.0, 2.4, 14.7, 31.5, 17158.2, 393.7, 0.0, 11922.0, 0.0, 8396.4, 0.0, 1.0, 10375.0, 93.0, 57.9, 0.0, 0.2, 80450.3, 62111.0, Ottawa, MediumSFD, ACH_1_0, DblStud_12in_cell_R-41, OBCminR12-Slab24R, NA, CeilR90, LG-i89-Triple-A, GasInstantaneous, DWHR-eff-42, GSHP, HRV_60, NoPV, NA, NA, S, Generation5., 
38, 1, 74, 2, 1, 5, 3403.5, 68.8, 3165.09, 0.0, 3165.09, 3165.09, 0.0, 0.0, 0.0, 0.0, 28.6, 2.1, 2.4, 7.6, 31.5, 20149.6, 0.0, 0.0, 5961.0, 0.0, 10119.1, 0.0, 1.0, 10982.8, 112.0, 61.5, 0.0, 0.2, 85371.9, 56431.4, Ottawa, MediumSFD, ACH_0_6, Stud_2x6_1.5in_XPS_R-25, OBCminR12-Slab24R, NA, CeilR90, DoubleLowEHardCoatAirFill, ElectricHP, DWHR-eff-30, GSHP, HRV_60, NoPV, NA, NA, S, Generation5., 
39, 1, 75, 3, 1, 5, 3025.4, 127.8, 2704.42, 0.0, 2704.42, 1874.08, 830.34, 0.0, 0.0, 0.0, 94.0, 0.0, 2.4, 6.9, 31.5, 11467.6, 2512.7, 0.0, 8025.5, 0.0, 13937.9, 0.0, 1.0, 10763.4, 140.0, 86.0, 0.0, 0.2, 119453.9, 143502.7, Ottawa, MediumSFD, NA, Stud_2x6_R22, OBCminR12-Slab0R, NA, CeilR80, DoubleLowEHardCoatAirFill, ElectricHP, DWHR-eff-55, gas-furnace-ecm, HRV_60, NoPV, NA, NA, S, Generation5., 
40, 1, 76, 4, 1, 5, 3398.7, 81.4, 3132.21, 0.0, 3132.21, 2738.59, 393.62, 0.0, 0.0, 0.0, 25.9, 2.0, 2.4, 23.7, 31.5, 17281.4, 635.5, 0.0, 6662.0, 0.0, 8621.1, 0.0, 1.0, 10564.9, 94.0, 44.2, 0.0, 0.2, 61445.0, 74961.5, Ottawa, MediumSFD, ACH_0_6, Stud_2x4_2in_XPS_R-24, OBCminR12-Slab0R, NA, CeilR60, HG-i89-Triple-B, BaseDHW, none, CCASHP, HRV_81, NoPV, NA, NA, S, Generation5., 
41, 1, 77, 5, 1, 5, 2670.1, 109.0, 2334.38, 0.0, 2334.38, 1582.08, 752.29, 0.0, 0.0, 0.0, 64.2, 0.0, 2.4, 16.9, 31.5, 9504.0, 2170.0, 0.0, 8394.0, 0.0, 8777.8, 0.0, 1.0, 10259.0, 97.0, 59.1, 0.0, 0.2, 82100.1, 115958.1, Ottawa, MediumSFD, ACH_0_6, Stud_2x6_R18, OBCminR12-Slab0R, NA, CeilR90, LG-HP-Double, GasInstantaneous, none, gas-furnace-ecm, HRV_81, NoPV, NA, NA, S, Generation5., 
42, 1, 78, 6, 1, 5, 2850.0, 130.1, 2771.01, 0.0, 2771.01, 1934.74, 836.26, 0.0, 0.0, 0.0, 95.0, 0.0, 2.4, 8.4, 31.5, 11875.6, 2538.2, 0.0, 1974.0, 0.0, 14029.0, 0.0, 1.0, 10765.5, 141.0, 86.7, 0.0, 0.2, 120428.0, 146858.0, Ottawa, MediumSFD, NA, Stud_2x6_R16, OBCminR12-Slab0R, NA, CeilR60, DoubleLowEHardCoatAirFill, ElectricHP, none, gas-furnace-ecm, HRV_60, NoPV, NA, NA, S, Generation5., 
43, 1, 79, 7, 1, 5, 2730.0, 100.7, 2571.54, 0.0, 2571.54, 1928.65, 642.88, 0.0, 0.0, 0.0, 63.9, 0.0, 2.4, 8.4, 31.5, 11834.6, 1708.0, 0.0, 3962.0, 0.0, 10025.0, 0.0, 1.0, 11075.7, 109.0, 58.5, 0.0, 0.2, 81208.0, 103714.8, Ottawa, MediumSFD, ACH_1_0, Stud_2x6_1.5in_XPS_R-25, Rigid+BattR30-R10BSlab, NA, CeilR90, DoubleLowEHardCoatAirFill, ElectricHP, none, gas-furnace-ecm, HRV_60, NoPV, NA, NA, S, Generation5., 
44, 1, 80, 8, 1, 5, 2583.1, 115.1, 2373.74, 0.0, 2373.74, 1581.45, 792.28, 0.0, 0.0, 0.0, 66.3, 0.0, 2.4, 21.2, 31.5, 9499.7, 2341.5, 0.0, 5233.5, 0.0, 10642.6, 0.0, 1.0, 10568.2, 113.0, 60.4, 0.0, 0.2, 83923.8, 124806.0, Ottawa, MediumSFD, ACH_2_0, Stud_2x6_R22, OBCminR12-Slab0R, NA, CeilR50, HG-i89-Triple-B, BaseDHW, DWHR-eff-42, gas-furnace-ecm, HRV_60, NoPV, NA, NA, S, Generation5., 
