Scenario,ID,Opt-ACH,Opt-GenericWall_1Layer_definitions,Opt-H2KFoundation,Opt-ExposedFloor,Opt-Ceilings,Opt-CasementWindows,Opt-DHWSystem,Opt-DWHRSystem,Opt-HVACSystem,Opt-HRVSpec,Opt-H2K-PV
Rerun,134, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R11_under,NA, CeilR60, HG-avg-Triple, ElectricStorage,  DWHR-eff-42,gas-furnace-ecm, HRV_70, MonoSi-10kW
Rerun,135, ACH_0_6, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR100, HG-avg-Triple, HPHotWater,none, CCASHP-ecm, HRV_60, MonoSi-8kW
Rerun,136, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R20FDN_R15_under,NA,CeilR40,LG-avg-Double, ElectricStorage,  DWHR-eff-42, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,137, ACH_0_6, Stud_2x6_EPS_R-40, STEP_BaseFDN_R20_under,NA, CeilR100, MG-i89-Double, HPHotWater, DWHR-eff-55, CCASHP-ecm,NA, MonoSi-8kW
Rerun,138, ACH_2_5,Stud_2x6_R16, STEP_R16FDN_R20_under,NA, CeilR100, HG-i89-Triple-B, ElectricStorage,none, CCASHP-ecm, HRV_75, MonoSi-10kW
Rerun,139, ACH_0_6, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR50, HG-HP-Triple, HPHotWater,none, CCASHP-ecm, HRV_70, MonoSi-8kW
Rerun,140, ACH_1_5,Stud_2x6_R16, STEP_R20FDN_R20_under,NA, CeilR70, HG-i89-Triple-B, ElectricStorage,none, CCASHP-ecm,NA, MonoSi-10kW
Rerun,141, ACH_2_5, Stud_2x6_XPS_R-30, STEP_R25FDN_R20_under,NA, CeilR60, MG-i89-Double, ElectricStorage,none, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,142, ACH_2_5,Stud_2x6_R16, STEP_BaseFDN_R11_under,NA, CeilR60,LG-avg-Double, HPHotWater, DWHR-eff-30, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,143,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_BaseFDN_R11_under,NA, CeilR50,LG-avg-Double, HPHotWater, DWHR-eff-55, CCASHP-ecm,NA, MonoSi-10kW
Rerun,144, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R20FDN_R11_under,NA, CeilR60,LG-avg-Double, HPHotWater, DWHR-eff-30, CCASHP-ecm, HRV_70, MonoSi-8kW
Rerun,145, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R0_under,NA, CeilR100, HG-i89-Triple-B, HPHotWater,  DWHR-eff-42,basefurnace, HRV_70, MonoSi-10kW
Rerun,146, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R20FDN_R11_under,NA, CeilR100, HG-i89-Triple-B, HPHotWater, DWHR-eff-30,basefurnace, HRV_84, MonoSi-10kW
Rerun,147, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R20_under,NA, CeilR100, HG-i89-Triple-B, HPHotWater, DWHR-eff-30,basefurnace, HRV_60, MonoSi-10kW
Rerun,148,ACH_3_5, Stud_2x6_XPS_R-30, STEP_R25FDN_R20_under,NA, CeilR60, HG-avg-Triple, ElectricStorage,none, CCASHP-ecm,NA, MonoSi-10kW
Rerun,149, ACH_1_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA,CeilR40,LG-avg-Double, HPHotWater,none, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,150, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R20_under,NA, CeilR60, HG-i89-Triple-B, HPHotWater,none,basefurnace, HRV_84, MonoSi-8kW
Rerun,151, ACH_2_5, Stud_2x6_XPS_R-22,STEP_BaseFDN_R0_under,NA, CeilR100, HG-i89-Triple-B, HPHotWater,  DWHR-eff-42, CCASHP-ecm, HRV_84, MonoSi-8kW
Rerun,152,ACH_3_5,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR50, MG-HP-Double, HPHotWater, DWHR-eff-30, CCASHP-ecm,NA, MonoSi-10kW
Rerun,153, ACH_1_5, Stud_2x6_XPS_R-22,STEP_BaseFDN_R0_under,NA, CeilR70, HG-HP-Triple, HPHotWater,none, CCASHP-ecm, HRV_84, MonoSi-8kW
Rerun,154, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R15_under,NA,CeilR40,LG-avg-Double, ElectricStorage,none, CCASHP-ecm, HRV_75, MonoSi-10kW
Rerun,155,ACH_3_5, Stud_2x6_XPS_R-22, STEP_R25FDN_R0_under,NA, CeilR100, MG-i89-Double, ElectricStorage, DWHR-eff-30, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,156, ACH_2_5, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA,CeilR40, MG-i89-Double, ElectricStorage,none, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,157, ACH_2_5, Stud_2x6_EPS_R-40, STEP_BaseFDN_R15_under,NA, CeilR100, HG-avg-Triple, HPHotWater,none, CCASHP-ecm,NA, MonoSi-8kW
Rerun,158,ACH_3_5,Stud_2x6_R16, STEP_R20FDN_R20_under,NA, CeilR100, HG-avg-Triple, ElectricStorage, DWHR-eff-30, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,159, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R0_under,NA, CeilR100, HG-avg-Triple, HPHotWater,none,gas-furnace-ecm, HRV_84, MonoSi-10kW
Rerun,160, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R15_under,NA, CeilR70, HG-i89-Triple-B, HPHotWater,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,161,ACH_3_5,Stud_2x6_R16, STEP_R20FDN_R20_under,NA, CeilR50, HG-avg-Triple, ElectricStorage,  DWHR-eff-42, CCASHP-ecm, HRV_70, MonoSi-10kW
Rerun,162, ACH_0_6, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR100, MG-i89-Double, HPHotWater,none, CCASHP-ecm,NA, MonoSi-8kW
Rerun,163,ACH_3_5,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR100, HG-avg-Triple, ElectricStorage,  DWHR-eff-42, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,164,ACH_3_5, Stud_2x6_EPS_R-40, STEP_BaseFDN_R11_under,NA,CeilR40, HG-avg-Triple, HPHotWater,none, CCASHP-ecm, HRV_84, MonoSi-8kW
Rerun,165,ACH_3_5,Stud_2x6_R16, STEP_R20FDN_R11_under,NA,CeilR40,LG-avg-Double, HPHotWater,none, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,166, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR50, HG-avg-Triple, HPHotWater,none, CCASHP-ecm, HRV_84, MonoSi-8kW
Rerun,167, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R0_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,168, ACH_1_0,Stud_2x6_R16, STEP_R25FDN_R20_under,NA, CeilR50, MG-i89-Double, ElectricStorage,none, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,169, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R20FDN_R11_under,NA, CeilR100, HG-i89-Triple-B, ElectricStorage, DWHR-eff-55,gas-furnace-ecm, HRV_84, MonoSi-10kW
Rerun,170, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R16FDN_R15_under,NA, CeilR100,LG-avg-Double, HPHotWater, DWHR-eff-55, CCASHP-ecm, HRV_84, MonoSi-8kW
Rerun,171, ACH_1_0, Stud_2x4_2in_XPS_R-24, STEP_BaseFDN_R15_under,NA,CeilR40,LG-avg-Double, ElectricStorage, DWHR-eff-30, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,172,ACH_3_5,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA,CeilR40,LG-avg-Double, HPHotWater, DWHR-eff-30, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,173, ACH_2_5,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR100,LG-avg-Double, HPHotWater,none, CCASHP-ecm,NA, MonoSi-10kW
Rerun,174, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R20_under,NA, CeilR50, HG-avg-Triple, HPHotWater, DWHR-eff-55,basefurnace, HRV_84, MonoSi-10kW
Rerun,175,ACH_3_5,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR50,LG-avg-Double, HPHotWater,none, CCASHP-ecm, HRV_70, MonoSi-10kW
Rerun,176, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R20_under,NA,CeilR40,LG-avg-Double, ElectricStorage, DWHR-eff-55, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,177, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R15_under,NA, CeilR80, HG-avg-Triple, HPHotWater,  DWHR-eff-42,gas-furnace-ecm, HRV_84, MonoSi-10kW
Rerun,178, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R11_under,NA, CeilR100, HG-HP-Triple, ElectricStorage,none,basefurnace, HRV_75, MonoSi-10kW
Rerun,179,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA, CeilR80, LG-avg-Triple, HPHotWater,  DWHR-eff-42, CCASHP-ecm, HRV_75, MonoSi-8kW
Rerun,180, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R20FDN_R0_under,NA, CeilR70, HG-avg-Triple, HPHotWater,  DWHR-eff-42,gas-furnace-ecm, HRV_84, MonoSi-8kW
Rerun,181, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R15_under,NA, CeilR50, HG-avg-Triple, HPHotWater,  DWHR-eff-42,basefurnace, HRV_75, MonoSi-10kW
Rerun,182, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R16FDN_R20_under,NA,CeilR40,LG-avg-Double, ElectricStorage, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,183, ACH_1_0, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR60, HG-i89-Triple-B, ElectricStorage,none,basefurnace, HRV_60, MonoSi-10kW
Rerun,184, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA, CeilR100,LG-avg-Double, ElectricStorage,none, CCASHP-ecm,NA, MonoSi-10kW
Rerun,185,ACH_3_5, Stud_2x6_XPS_R-22, STEP_BaseFDN_R15_under,NA, CeilR100, MG-i89-Double, ElectricStorage, DWHR-eff-30, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,186, ACH_1_5, Stud_2x6_EPS_R-40, STEP_R20FDN_R0_under,NA, CeilR50,LG-avg-Double, HPHotWater,none, CCASHP-ecm, HRV_70, MonoSi-8kW
Rerun,187, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R20_under,NA, CeilR100,LG-avg-Double, ElectricStorage,none, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,188, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R20FDN_R0_under,NA, CeilR60, HG-HP-Triple, HPHotWater, DWHR-eff-55,basefurnace, HRV_60, MonoSi-8kW
Rerun,189, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R0_under,NA,CeilR40, HG-avg-Triple, HPHotWater,none,gas-furnace-ecm, HRV_84, MonoSi-10kW
Rerun,190, ACH_1_5, Stud_2x6_R18, STEP_R20FDN_R11_under,NA, CeilR80, MG-i89-Double, ElectricStorage,none, CCASHP-ecm,NA, MonoSi-10kW
Rerun,191,ACH_3_5, Stud_2x6_R18, STEP_BaseFDN_R11_under,NA, CeilR50,LG-avg-Double, HPHotWater, DWHR-eff-30, CCASHP-ecm,NA, MonoSi-10kW
Rerun,192, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R15_under,NA, CeilR100, HG-i89-Triple-B, ElectricStorage,none,basefurnace,NA, MonoSi-10kW
Rerun,193, ACH_1_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R15_under,NA, CeilR70, HG-i89-Triple-B, HPHotWater, DWHR-eff-30,basefurnace, HRV_84, MonoSi-10kW
Rerun,194, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R20_under,NA,CeilR40, LG-avg-Triple, ElectricStorage,none, CCASHP-ecm,NA, MonoSi-10kW
Rerun,195, ACH_0_6, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA,CeilR40, HG-avg-Triple, ElectricStorage,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,196,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R20_under,NA,CeilR40, HG-avg-Triple, HPHotWater, DWHR-eff-55, CCASHP-ecm,NA, MonoSi-8kW
Rerun,197, ACH_1_0, Stud_2x6_XPS_R-22, STEP_R20FDN_R20_under,NA, CeilR70, HG-i89-Triple-B, ElectricStorage,none,basefurnace, HRV_75, MonoSi-10kW
Rerun,198, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R15_under,NA, CeilR50, HG-avg-Triple, HPHotWater,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,199, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R0_under,NA, CeilR100, HG-i89-Triple-B, HPHotWater, DWHR-eff-55,gas-furnace-ecm, HRV_70, MonoSi-10kW
Rerun,200, ACH_1_5, Stud_2x6_R18, STEP_R16FDN_R0_under,NA, CeilR60, MG-HP-Double, ElectricStorage,none, CCASHP-ecm,NA, MonoSi-10kW
Rerun,201, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR50, HG-avg-Triple, HPHotWater,none, CCASHP-ecm,NA, MonoSi-8kW
Rerun,202, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R20FDN_R11_under,NA, CeilR70, HG-i89-Triple-B, HPHotWater,  DWHR-eff-42,basefurnace,NA, MonoSi-8kW
Rerun,203, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R15_under,NA, CeilR80, MG-i89-Double, HPHotWater, DWHR-eff-30, CCASHP-ecm, HRV_60, MonoSi-8kW
Rerun,204, ACH_1_5,Stud_2x6_R16, STEP_R25FDN_R11_under,NA, CeilR100,LG-avg-Double, ElectricStorage,none, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,205, ACH_0_6, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR80, HG-i89-Triple-B, HPHotWater, DWHR-eff-30,basefurnace, HRV_60, MonoSi-10kW
Rerun,206, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R16FDN_R20_under,NA, CeilR50, HG-i89-Triple-B, ElectricStorage, DWHR-eff-55,basefurnace, HRV_70, MonoSi-10kW
Rerun,207, ACH_1_5,Stud_2x6_R16, STEP_R25FDN_R11_under,NA, CeilR60, MG-i89-Double, ElectricStorage,none, CCASHP-ecm,NA, MonoSi-10kW
Rerun,208, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R11_under,NA, CeilR60, HG-avg-Triple, HPHotWater,  DWHR-eff-42,basefurnace, HRV_60, MonoSi-10kW
Rerun,209, ACH_0_6, Stud_2x6_EPS_R-40, STEP_BaseFDN_R20_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater,  DWHR-eff-42,basefurnace, HRV_70, MonoSi-10kW
Rerun,210, ACH_1_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R11_under,NA, CeilR80, HG-HP-Triple, HPHotWater, DWHR-eff-55,basefurnace, HRV_84, MonoSi-8kW
Rerun,211, ACH_0_6, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR80,LG-avg-Double, HPHotWater, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-8kW
Rerun,212, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA, CeilR70, HG-i89-Triple-B, HPHotWater,  DWHR-eff-42,basefurnace,NA, MonoSi-10kW
Rerun,213, ACH_1_5, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR60,LG-avg-Double, ElectricStorage, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,214, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R0_under,NA,CeilR40, MG-i89-Double, ElectricStorage,  DWHR-eff-42,basefurnace, HRV_84, MonoSi-10kW
Rerun,215, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R11_under,NA,CeilR40,LG-avg-Double, ElectricStorage,none, CCASHP-ecm, HRV_75, MonoSi-10kW
Rerun,216, ACH_1_0, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR70, HG-avg-Triple, ElectricStorage, DWHR-eff-30, CCASHP-ecm, HRV_84, MonoSi-8kW
Rerun,217, ACH_1_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R11_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater, DWHR-eff-30,gas-furnace-ecm, HRV_84, MonoSi-8kW
Rerun,218, ACH_1_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA, CeilR70, HG-i89-Triple-B, HPHotWater, DWHR-eff-30,basefurnace, HRV_60, MonoSi-10kW
Rerun,219, ACH_1_0, Stud_2x6_EPS_R-40, STEP_R16FDN_R15_under,NA, CeilR50, HG-avg-Triple, HPHotWater,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,220, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R0_under,NA,CeilR40, HG-avg-Triple, ElectricStorage,none,basefurnace, HRV_60, MonoSi-10kW
Rerun,221, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R20_under,NA, CeilR100, LG-avg-Triple, HPHotWater,none, CCASHP-ecm,NA, MonoSi-8kW
Rerun,222, ACH_1_0, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R20_under,NA, CeilR60, HG-avg-Triple, ElectricStorage,none,basefurnace, HRV_70, MonoSi-10kW
Rerun,223, ACH_2_5,Stud_2x6_R16, STEP_R25FDN_R20_under,NA, CeilR70, MG-HP-Double, HPHotWater, DWHR-eff-55, CCASHP-ecm, HRV_84, MonoSi-8kW
Rerun,224, ACH_1_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R11_under,NA, CeilR100, HG-i89-Triple-B, HPHotWater,none,basefurnace,NA, MonoSi-8kW
Rerun,225,ACH_3_5,Stud_2x6_R16, STEP_R25FDN_R0_under,NA, CeilR50, MG-HP-Double, ElectricStorage,none, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,226,ACH_3_5, Stud_2x6_R18, STEP_R20FDN_R15_under,NA,CeilR40, HG-avg-Triple, HPHotWater, DWHR-eff-30, CCASHP-ecm, HRV_60, MonoSi-8kW
Rerun,227, ACH_1_0, Stud_2x6_XPS_R-30, STEP_R16FDN_R11_under,NA, CeilR100, HG-i89-Triple-B, HPHotWater, DWHR-eff-55,basefurnace, HRV_84, MonoSi-10kW
Rerun,228, ACH_1_0,Stud_2x6_R16, STEP_R25FDN_R20_under,NA, CeilR70, LG-avg-Triple, HPHotWater,  DWHR-eff-42, CCASHP-ecm,NA, MonoSi-8kW
Rerun,229, ACH_0_6, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater, DWHR-eff-30,basefurnace, HRV_75, MonoSi-8kW
Rerun,230, ACH_1_0, Stud_2x6_EPS_R-40, STEP_BaseFDN_R20_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater,none,basefurnace, HRV_70, MonoSi-10kW
Rerun,231,ACH_3_5, Stud_2x6_XPS_R-30, STEP_BaseFDN_R20_under,NA, CeilR100, LG-avg-Triple, HPHotWater,  DWHR-eff-42, CCASHP-ecm, HRV_75, MonoSi-8kW
Rerun,232, ACH_0_6, Stud_2x6_XPS_R-30, STEP_BaseFDN_R20_under,NA, CeilR50, HG-avg-Triple, ElectricStorage, DWHR-eff-30,basefurnace, HRV_84, MonoSi-10kW
Rerun,233, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R20FDN_R0_under,NA, CeilR100, HG-i89-Triple-B, HPHotWater,none,gas-furnace-ecm, HRV_75, MonoSi-10kW
Rerun,234, ACH_2_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR100, HG-i89-Triple-B, HPHotWater, DWHR-eff-30, CCASHP-ecm,NA, MonoSi-8kW
Rerun,235,ACH_3_5,Stud_2x6_R16, STEP_BaseFDN_R15_under,NA, CeilR80, HG-avg-Triple, ElectricStorage,none, CCASHP-ecm,NA, MonoSi-10kW
Rerun,236, ACH_0_6, Stud_2x6_EPS_R-40, STEP_BaseFDN_R15_under,NA,CeilR40, HG-HP-Triple, HPHotWater,none,basefurnace, HRV_75, MonoSi-10kW
Rerun,237, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R20FDN_R20_under,NA, CeilR70, HG-avg-Triple, HPHotWater,none,basefurnace,NA, MonoSi-8kW
Rerun,238, ACH_2_5, Stud_2x6_EPS_R-40, STEP_BaseFDN_R20_under,NA,CeilR40, HG-i89-Triple-B, ElectricStorage,  DWHR-eff-42,basefurnace, HRV_75, MonoSi-10kW
Rerun,239, ACH_1_0, Stud_2x6_EPS_R-40, STEP_BaseFDN_R15_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater,none,gas-furnace-ecm, HRV_60, MonoSi-10kW
Rerun,240, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R20FDN_R11_under,NA, CeilR80, HG-i89-Triple-B, HPHotWater,none,gas-furnace-ecm, HRV_70, MonoSi-8kW
Rerun,241, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R15_under,NA, CeilR100, MG-i89-Double, ElectricStorage,none,basefurnace,NA, MonoSi-10kW
Rerun,242, ACH_1_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R0_under,NA,CeilR40, HG-avg-Triple, HPHotWater,none,basefurnace, HRV_84, MonoSi-8kW
Rerun,243, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R11_under,NA, CeilR70, MG-HP-Double, ElectricStorage,none,basefurnace,NA, MonoSi-10kW
Rerun,244, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R20FDN_R0_under,NA, CeilR80, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,245, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R0_under,NA, CeilR70,LG-avg-Double, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,246, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R20_under,NA, CeilR70, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,247, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R20_under,NA,CeilR40, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_70, MonoSi-10kW
Rerun,248,ACH_3_5,Stud_2x6_R16, STEP_R20FDN_R0_under,NA,CeilR40, LG-avg-Triple, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,249, ACH_0_6, Stud_2x6_R18, STEP_R25FDN_R20_under,NA, CeilR70,LG-avg-Double, GasInstantaneous, DWHR-eff-55, CCASHP-ecm,NA, MonoSi-10kW
Rerun,250, ACH_2_5, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR70, MG-i89-Double, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_70, MonoSi-10kW
Rerun,251, ACH_0_6, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA,CeilR40, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,252, ACH_2_5, Stud_2x6_XPS_R-22, STEP_R16FDN_R0_under,NA, CeilR100, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_75, MonoSi-10kW
Rerun,253, ACH_2_5, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR80, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_75, MonoSi-8kW
Rerun,254, ACH_1_0,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR100, MG-i89-Double, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,255, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R20_under,NA, CeilR50, HG-avg-Triple, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,256,ACH_3_5, Stud_2x6_XPS_R-22, STEP_BaseFDN_R15_under,NA, CeilR100,LG-avg-Double, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,257, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R0_under,NA,CeilR40,LG-avg-Double, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,258, ACH_0_6, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR80,LG-avg-Double, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-10kW
Rerun,259, ACH_2_5, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA,CeilR40,LG-avg-Double, HPHotWater, DWHR-eff-30, CCASHP-ecm, HRV_60, MonoSi-8kW
Rerun,260, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA,CeilR40, MG-HP-Double, ElectricStorage,none,basefurnace, HRV_70, MonoSi-10kW
Rerun,261, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R11_under,NA, CeilR60, HG-i89-Triple-B, ElectricStorage, DWHR-eff-30, CCASHP-ecm, HRV_84, MonoSi-8kW
Rerun,262, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R15_under,NA, CeilR50, HG-avg-Triple, HPHotWater,  DWHR-eff-42,gas-furnace-ecm, HRV_75, MonoSi-10kW
Rerun,263,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R11_under,NA, CeilR50, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-8kW
Rerun,264, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R0_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,265, ACH_2_5, Stud_2x6_R18, STEP_R25FDN_R0_under,NA, CeilR50, MG-i89-Double, HPHotWater,none, CCASHP-ecm, HRV_84, MonoSi-8kW
Rerun,266, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R0_under,NA, CeilR60,LG-avg-Double, GasInstantaneous,  DWHR-eff-42, CCASHP-ecm, HRV_84, MonoSi-10kW
Rerun,267, ACH_1_0,Stud_2x6_R16, STEP_R25FDN_R11_under,NA, CeilR80, HG-avg-Triple, GasInstantaneous,  DWHR-eff-42, CCASHP-ecm, HRV_75, MonoSi-10kW
